No.;Gene name;Drug target oncokb
7274;NAP1L4;#N/A
7275;RPL31;#N/A
7276;CKAP5;#N/A
7277;TRIM55;#N/A
7278;USP10;#N/A
7279;CORO1A;#N/A
7280;TIMM8A;#N/A
7281;CNTNAP3;#N/A
7282;PTPN3;#N/A
7283;LPAR2;#N/A
7284;LZIC;#N/A
7285;CDC42EP3;#N/A
7286;SECISBP2;#N/A
7287;RPS5;#N/A
7288;DCD;#N/A
7289;TTC17;#N/A
7290;KPNA6;#N/A
7291;ACTN3;#N/A
7292;SIL1;#N/A
7293;DCUN1D2;#N/A
7294;ACAD9;#N/A
7295;HTR3E;#N/A
7296;SSH2;#N/A
7297;PARD3B;#N/A
7298;ABTB1;#N/A
7299;RPS24;#N/A
7300;UGT8;#N/A
7301;NXF2;#N/A
7302;GNAT1;#N/A
7303;STK11IP;#N/A
7304;HTR1E;#N/A
7305;ASB10;#N/A
7306;SIGLEC7;#N/A
7307;ZBTB10;#N/A
7308;MAP7;#N/A
7309;EFR3A;#N/A
7310;EBF1;#N/A
7311;SUSD4;#N/A
7312;C4orf46;#N/A
7313;TXNL1;#N/A
7314;C16orf87;#N/A
7315;PRRG3;#N/A
7316;C11orf58;#N/A
7317;LYG2;#N/A
7318;TPST1;#N/A
7319;NXF3;#N/A
7320;FYTTD1;#N/A
7321;TSC22D2;#N/A
7322;KCNMB1;#N/A
7323;ITIH1;#N/A
7324;SVOP;#N/A
7325;EXT1;x
7326;SYT4;#N/A
7327;VAMP7;#N/A
7328;LILRA4;#N/A
7329;ERRFI1;x
7330;SCGB2A1;#N/A
7331;KRTAP10-5;#N/A
7332;MRPS2;#N/A
7333;PPP1R15A;#N/A
7334;SPDL1;#N/A
7335;CDK16;#N/A
7336;BROX;#N/A
7337;ANKRD40;#N/A
7338;FAU;#N/A
7339;ESCO1;#N/A
7340;POLR1E;#N/A
7341;ANKLE2;#N/A
7342;NGDN;#N/A
7343;FAM135A;#N/A
7344;CCDC92;#N/A
7345;DTX2;#N/A
7346;CRTAM;#N/A
7347;COPS7B;#N/A
7348;ELMOD2;#N/A
7349;ALG10B;#N/A
7350;TMEM203;#N/A
7351;CORO7;#N/A
7352;SLC1A5;#N/A
7353;LETMD1;#N/A
7354;PROP1;#N/A
7355;LAMTOR1;#N/A
7356;WBP11;#N/A
7357;RPL23A;#N/A
7358;TMSB4X;#N/A
7359;ZNF41;#N/A
7360;TBCB;#N/A
7361;PLIN3;#N/A
7362;POLR2M;#N/A
7363;TRHR;#N/A
7364;AHSA1;#N/A
7365;KRT82;#N/A
7366;HPCA;#N/A
7367;FBXL8;#N/A
7368;HCN3;#N/A
7369;SDC3;#N/A
7370;GEM;#N/A
7371;CCZ1B;#N/A
7372;SEC61A1;#N/A
7373;WDR61;#N/A
7374;COLEC11;#N/A
7375;ASCC2;#N/A
7376;AIMP1;#N/A
7377;STH;#N/A
7378;GRIK5;#N/A
7379;THEMIS2;#N/A
7380;FCRL4;#N/A
7381;TCEA2;#N/A
7382;PCMTD1;#N/A
7383;TGFBRAP1;#N/A
7384;MRPL18;#N/A
7385;COMMD5;#N/A
7386;C17orf75;#N/A
7387;LYPLA1;#N/A
7388;TMEM214;#N/A
7389;CHFR;#N/A
7390;TAF13;#N/A
7391;FKBP7;#N/A
7392;PAM;#N/A
7393;SMR3B;#N/A
7394;RND3;#N/A
7395;PXMP4;#N/A
7396;MORF4L1;#N/A
7397;TIMP4;#N/A
7398;LSM12;#N/A
7399;CHN1;#N/A
7400;GTF2H5;#N/A
7401;RPP25L;#N/A
7402;SIK2;#N/A
7403;GTF2H2;#N/A
7404;SLC35F5;#N/A
7405;PDZRN4;#N/A
7406;RECQL;x
7407;GK;#N/A
7408;ANKIB1;#N/A
7409;HSPB7;#N/A
7410;GTF2A2;#N/A
7411;OPN4;#N/A
7412;SLC22A6;#N/A
7413;EIF2B2;#N/A
7414;SERPINA6;#N/A
7415;DDX25;#N/A
7416;RAB3A;#N/A
7417;RBM25;#N/A
7418;DHRS4;#N/A
7419;TACC1;#N/A
7420;BEST1;#N/A
7421;SYT9;#N/A
7422;TMPRSS15;#N/A
7423;DCAF12L1;#N/A
7424;USP46;#N/A
7425;WIPI2;#N/A
7426;ZRANB1;#N/A
7427;RAB14;#N/A
7428;DHX58;#N/A
7429;EPM2A;#N/A
7430;TMEM126B;#N/A
7431;NUP54;#N/A
7432;SYNPO2;#N/A
7433;WDR35;#N/A
7434;FAM124B;#N/A
7435;DSC1;#N/A
7436;DHX8;#N/A
7437;DPYSL4;#N/A
7438;OLIG3;#N/A
7439;CLASP1;#N/A
7440;SENP3;#N/A
7441;RPL4;#N/A
7442;DEK;x
7443;RHO;#N/A
7444;CUL9;#N/A
7445;MYBPH;#N/A
7446;ANKDD1A;#N/A
7447;TTR;#N/A
7448;PNN;#N/A
7449;RGL2;#N/A
7450;KRT9;#N/A
7451;ORMDL3;#N/A
7452;TBCK;#N/A
7453;CPEB1;#N/A
7454;SLC34A1;#N/A
7455;YIPF4;#N/A
7456;DNASE2B;#N/A
7457;LOXHD1;#N/A
7458;KRTAP19-5;#N/A
7459;LRRC1;#N/A
7460;DAGLB;#N/A
7461;GTPBP2;#N/A
7462;CNPY3;#N/A
7463;PAQR3;#N/A
7464;ARF5;#N/A
7465;FRYL;#N/A
7466;CAST;#N/A
7467;RAD23A;#N/A
7468;EIF4E2;#N/A
7469;BAIAP2;#N/A
7470;RPE;#N/A
7471;INPP4A;#N/A
7472;FCHO2;#N/A
7473;DDX1;#N/A
7474;PKN3;#N/A
7475;KIF27;#N/A
7476;UNC45B;#N/A
7477;RAPGEF5;#N/A
7478;RPS18;#N/A
7479;UGT2B7;#N/A
7480;EPB42;#N/A
7481;DNAAF3;#N/A
7482;RIOK2;x
7483;PLP1;#N/A
7484;C7orf25;#N/A
7485;ZFP91;#N/A
7486;KIFBP;#N/A
7487;NIPSNAP2;#N/A
7488;EMCN;#N/A
7489;RINT1;#N/A
7490;CD300C;#N/A
7491;CCDC42;#N/A
7492;LSG1;#N/A
7493;NARF;#N/A
7494;KRTAP10-1;#N/A
7495;PHLPP1;x
7496;CCDC158;#N/A
7497;GTF2H4;#N/A
7498;TTC14;#N/A
7499;SERPINB12;#N/A
7500;RNF13;#N/A
7501;GRIA1;#N/A
7502;AMPD3;#N/A
7503;GJC1;#N/A
7504;CYSLTR2;x
7505;PDLIM3;#N/A
7506;RBSN;#N/A
7507;PDYN;#N/A
7508;APOH;#N/A
7509;TMEM174;#N/A
7510;CHPT1;#N/A
7511;CWC22;#N/A
7512;MRPL47;#N/A
7513;HNRNPF;#N/A
7514;SNX16;#N/A
7515;CDKN2AIPNL;#N/A
7516;SP4;#N/A
7517;FAM71C;#N/A
7518;PRPS1;#N/A
7519;CLCN3;#N/A
7520;UGGT1;#N/A
7521;SIGIRR;#N/A
7522;SYCE1;#N/A
7523;CASR;x
7524;KCNK16;#N/A
7525;MT-CO1;#N/A
7526;IPO9;#N/A
7527;ZSCAN1;#N/A
7528;PHACTR1;#N/A
7529;CABP5;#N/A
7530;FANCL;x
7531;OXSR1;#N/A
7532;SCAMP1;#N/A
7533;EEF1D;#N/A
7534;TPGS1;#N/A
7535;SPECC1L;#N/A
7536;TAF5;#N/A
7537;LAX1;#N/A
7538;HMG20A;#N/A
7539;RSBN1L;#N/A
7540;GRAP2;#N/A
7541;PIGS;#N/A
7542;GRIP1;#N/A
7543;BACH2;x
7544;BLZF1;#N/A
7545;ELP3;#N/A
7546;MTMR4;#N/A
7547;MYO7A;#N/A
7548;MRPL14;#N/A
7549;ADI1;#N/A
7550;AK1;#N/A
7551;SRSF2;#N/A
7552;MRPL28;#N/A
7553;SLC39A1;#N/A
7554;COPG1;#N/A
7555;ITM2B;#N/A
7556;FNDC4;#N/A
7557;TUBGCP5;#N/A
7558;TLN1;#N/A
7559;TUT7;#N/A
7560;AK6;#N/A
7561;TRAPPC8;#N/A
7562;SERPINA3;#N/A
7563;FBXO46;#N/A
7564;MYH14;#N/A
7565;S100A6;#N/A
7566;TSC22D3;#N/A
7567;GGA1;#N/A
7568;SLC25A3;#N/A
7569;ARHGAP12;#N/A
7570;ELP1;#N/A
7571;MRPL37;#N/A
7572;SGCZ;#N/A
7573;PPP1R3C;#N/A
7574;CNEP1R1;#N/A
7575;C8orf82;#N/A
7576;KIAA0930;#N/A
7577;CAMSAP3;#N/A
7578;DENR;#N/A
7579;KRTAP10-11;#N/A
7580;CD48;#N/A
7581;PRAM1;#N/A
7582;MYH2;#N/A
7583;PRDX2;#N/A
7584;CPB2;#N/A
7585;HTR6;#N/A
7586;BRD2;#N/A
7587;RAVER1;#N/A
7588;RCVRN;#N/A
7589;USP6;x
7590;KCNQ2;#N/A
7591;ETFA;#N/A
7592;NT5E;#N/A
7593;OGFR;#N/A
7594;MYO15A;#N/A
7595;BTBD8;#N/A
7596;HLTF;#N/A
7597;DCP1B;#N/A
7598;ZBTB34;#N/A
7599;DBT;#N/A
7600;ZNF207;#N/A
7601;KRTAP10-8;#N/A
7602;HIVEP2;#N/A
7603;RPIA;#N/A
7604;CDC42BPA;#N/A
7605;C5orf22;#N/A
7606;OSBPL5;#N/A
7607;INTS2;#N/A
7608;PLEKHF2;#N/A
7609;SPRYD7;#N/A
7610;RPL39;#N/A
7611;PITPNA;#N/A
7612;LMBR1L;#N/A
7613;SART3;#N/A
7614;SELENOO;#N/A
7615;EIF5;#N/A
7616;C7orf50;#N/A
7617;SNX1;#N/A
7618;NASP;#N/A
7619;GJA8;#N/A
7620;PYCR2;#N/A
7621;TWF1;#N/A
7622;FLG;#N/A
7623;TK2;#N/A
7624;KREMEN1;#N/A
7625;USP44;#N/A
7626;FBXL2;#N/A
7627;MYOT;#N/A
7628;TEX11;#N/A
7629;AGRP;#N/A
7630;TAGLN3;#N/A
7631;NCS1;#N/A
7632;RNF152;#N/A
7633;GAP43;#N/A
7634;COPS4;#N/A
7635;TTC21B;#N/A
7636;PASK;#N/A
7637;ERCC4;x
7638;HNRNPA2B1;#N/A
7639;NOL10;#N/A
7640;STK39;#N/A
7641;BCL7B;#N/A
7642;PACSIN1;#N/A
7643;RNF217;#N/A
7644;HNRNPA3;#N/A
7645;CNOT4;#N/A
7646;UQCR10;#N/A
7647;GPRC5C;#N/A
7648;NPHP3;#N/A
7649;RYR2;#N/A
7650;ERC2;#N/A
7651;DDX39B;#N/A
7652;ZC3H7A;#N/A
7653;CHAMP1;#N/A
7654;SNCG;#N/A
7655;MFGE8;#N/A
7656;ZC3H18;#N/A
7657;ELL;x
7658;SEC11A;#N/A
7659;ETAA1;x
7660;SDHD;x
7661;RFC1;#N/A
7662;SCFD1;#N/A
7663;TAS2R41;#N/A
7664;MIS18BP1;#N/A
7665;MSL2;#N/A
7666;TOM1;#N/A
7667;RPL34;#N/A
7668;TOMM22;#N/A
7669;IMPDH2;#N/A
7670;CDC26;#N/A
7671;ATP1A1;x
7672;RPS29;#N/A
7673;ERMP1;#N/A
7674;UBXN1;#N/A
7675;HEATR3;#N/A
7676;NCR2;#N/A
7677;SRP72;x
7678;CLK2;#N/A
7679;PRPS2;#N/A
7680;SPATA13;#N/A
7681;PIP5K1C;#N/A
7682;AURKAIP1;#N/A
7683;SHANK1;#N/A
7684;NOL9;#N/A
7685;FAM71E2;#N/A
7686;HIPK4;#N/A
7687;TMEM11;#N/A
7688;SPG21;#N/A
7689;MLPH;#N/A
7690;ARSK;#N/A
7691;MIPOL1;#N/A
7692;MLNR;#N/A
7693;ALAS1;#N/A
7694;SOCS7;#N/A
7695;OTUD1;#N/A
7696;RRP15;#N/A
7697;FBXO3;#N/A
7698;TMEM131;#N/A
7699;IGHG2;#N/A
7700;CLTCL1;#N/A
7701;REEP4;#N/A
7702;SYP;#N/A
7703;ABHD12;#N/A
7704;IGF2BP2;#N/A
7705;SLC8A2;#N/A
7706;SGCG;#N/A
7707;ZNF676;#N/A
7708;FCRL3;#N/A
7709;ATRIP;x
7710;BET1;#N/A
7711;CNTROB;#N/A
7712;EPHB4;x
7713;STEAP3;#N/A
7714;CRYGB;#N/A
7715;NFRKB;#N/A
7716;RPS23;#N/A
7717;SETMAR;#N/A
7718;RIOK1;#N/A
7719;RBM4;#N/A
7720;APBB2;#N/A
7721;TIPRL;#N/A
7722;PNKP;#N/A
7723;MIS18A;#N/A
7724;PCDH1;#N/A
7725;SELENOT;#N/A
7726;NDUFAB1;#N/A
7727;RPP30;#N/A
7728;DND1;#N/A
7729;ST8SIA5;#N/A
7730;GOLGA6A;#N/A
7731;DPP6;#N/A
7732;DCLRE1B;#N/A
7733;HTR3B;#N/A
7734;DHX15;#N/A
7735;DLGAP2;#N/A
7736;SNAP23;#N/A
7737;ATXN2L;#N/A
7738;ATP6V1B2;x
7739;TNNI3K;#N/A
7740;SAT1;#N/A
7741;AFTPH;#N/A
7742;COG6;#N/A
7743;TBC1D25;#N/A
7744;THAP2;#N/A
7745;WDR33;#N/A
7746;DCK;#N/A
7747;ITGA8;#N/A
7748;ERH;#N/A
7749;TCAP;#N/A
7750;ZNF865;#N/A
7751;APLP2;#N/A
7752;LSAMP;#N/A
7753;CAP1;#N/A
7754;METTL14;#N/A
7755;WASF1;#N/A
7756;CLNS1A;#N/A
7757;LDHAL6B;#N/A
7758;SIRPD;#N/A
7759;RNF144B;#N/A
7760;RGS14;#N/A
7761;C18orf54;#N/A
7762;GPN1;#N/A
7763;SETD7;#N/A
7764;MAP1LC3B;#N/A
7765;RNF138;#N/A
7766;SYN1;#N/A
7767;NELFE;#N/A
7768;SPAG5;#N/A
7769;ELMOD1;#N/A
7770;KLHL13;#N/A
7771;RAB10;#N/A
7772;SLC12A9;#N/A
7773;KLHDC8A;#N/A
7774;MED27;#N/A
7775;MAGEB3;#N/A
7776;RIC3;#N/A
7777;GTF3C4;#N/A
7778;AVPR1B;#N/A
7779;RARS1;#N/A
7780;CLINT1;#N/A
7781;UPF2;#N/A
7782;POLR3D;#N/A
7783;ADCYAP1R1;#N/A
7784;MRPS22;#N/A
7785;PEX1;#N/A
7786;RALGAPA2;#N/A
7787;CSNK1G3;#N/A
7788;BTN2A1;#N/A
7789;GP1BB;#N/A
7790;RPS26;#N/A
7791;C20orf27;#N/A
7792;MED12L;#N/A
7793;TMEFF1;#N/A
7794;SORBS3;#N/A
7795;PKD2L1;#N/A
7796;SLC6A3;#N/A
7797;MEA1;#N/A
7798;RNF123;#N/A
7799;C8orf34;#N/A
7800;POM121;#N/A
7801;CNTRL;#N/A
7802;USP17L2;#N/A
7803;CHTF8;x
7804;FAT3;#N/A
7805;ATP5F1B;#N/A
7806;POF1B;#N/A
7807;MOCOS;#N/A
7808;GHDC;#N/A
7809;EFNB3;#N/A
7810;ATP5F1E;#N/A
7811;PDE7A;#N/A
7812;CD72;#N/A
7813;CSNK1G2;#N/A
7814;TIMM44;#N/A
7815;NDRG3;#N/A
7816;ACOT7;#N/A
7817;GOLGB1;#N/A
7818;STN1;#N/A
7819;NEK9;#N/A
7820;CMTM5;#N/A
7821;ZSCAN23;#N/A
7822;UBE2E2;#N/A
7823;CCDC116;#N/A
7824;SH3GL1;#N/A
7825;RSL24D1;#N/A
7826;PPM1B;#N/A
7827;AJAP1;#N/A
7828;PGAM5;#N/A
7829;RNF130;#N/A
7830;FLYWCH2;#N/A
7831;F8;#N/A
7832;HEATR5B;#N/A
7833;TSR3;#N/A
7834;ANXA13;#N/A
7835;CEP76;#N/A
7836;SERTAD4;#N/A
7837;ACSS1;#N/A
7838;RANBP10;#N/A
7839;MED29;#N/A
7840;KRT81;#N/A
7841;RNF149;#N/A
7842;S100A7A;#N/A
7843;EIF4E3;#N/A
7844;CCL27;#N/A
7845;FBXO38;#N/A
7846;KRT77;#N/A
7847;HSD17B14;#N/A
7848;ITIH3;#N/A
7849;AMY2A;#N/A
7850;TRPC3;#N/A
7851;POLR3B;#N/A
7852;FAM168A;#N/A
7853;TIA1;#N/A
7854;LXN;#N/A
7855;FAM83H;#N/A
7856;ENTPD7;#N/A
7857;AMBRA1;#N/A
7858;NAALADL2;#N/A
7859;FES;x
7860;EDC4;#N/A
7861;KIF4A;#N/A
7862;CLIC2;#N/A
7863;TSPAN6;#N/A
7864;MKNK1;#N/A
7865;VPS54;#N/A
7866;TMEM38B;#N/A
7867;CHST15;#N/A
7868;NCAPD2;#N/A
7869;SLC25A12;#N/A
7870;RRP36;#N/A
7871;RPL7L1;#N/A
7872;CCDC25;#N/A
7873;RPP25;#N/A
7874;GZMK;#N/A
7875;FRY;#N/A
7876;MED8;#N/A
7877;MAGEC1;#N/A
7878;MDM1;#N/A
7879;CDC40;#N/A
7880;TMEM230;#N/A
7881;CHMP5;#N/A
7882;MBOAT7;#N/A
7883;RPP40;#N/A
7884;CISH;#N/A
7885;DCPS;#N/A
7886;TARBP2;#N/A
7887;HAUS4;#N/A
7888;SNRPE;#N/A
7889;GLUD1;#N/A
7890;RIC8A;#N/A
7891;AANAT;#N/A
7892;TEKT4;#N/A
7893;PIK3R4;#N/A
7894;PTCD3;#N/A
7895;ATG12;#N/A
7896;VDAC2;#N/A
7897;SERPINC1;#N/A
7898;PIGT;#N/A
7899;MFAP1;#N/A
7900;NDUFS3;#N/A
7901;OXSM;#N/A
7902;CKB;#N/A
7903;CDKL3;#N/A
7904;CKM;#N/A
7905;TMEM87A;#N/A
7906;DUSP14;#N/A
7907;SEC22C;#N/A
7908;MRPS27;#N/A
7909;MTPN;#N/A
7910;CD276;x
7911;CAMLG;#N/A
7912;HSPA12A;#N/A
7913;TBCC;#N/A
7914;NotFound;#N/A
7915;ZNF17;#N/A
7916;KRT73;#N/A
7917;DLD;#N/A
7918;HINT1;#N/A
7919;CXCR5;#N/A
7920;SERPINB1;#N/A
7921;UBAC1;#N/A
7922;CLK3;#N/A
7923;IBTK;#N/A
7924;MFSD5;#N/A
7925;RBM33;#N/A
7926;RPS25;#N/A
7927;TDG;#N/A
7928;AUP1;#N/A
7929;TRAF3IP2;#N/A
7930;VHLL;#N/A
7931;PANX3;#N/A
7932;DCAKD;#N/A
7933;FAM107A;#N/A
7934;TNFAIP8L2;#N/A
7935;ZCCHC12;#N/A
7936;ISCA1;#N/A
7937;GON4L;#N/A
7938;HSD17B6;#N/A
7939;ELMO3;#N/A
7940;TMED2;#N/A
7941;CSMD1;#N/A
7942;TRMT2B;#N/A
7943;ERGIC2;#N/A
7944;HAGH;#N/A
7945;LRRC39;#N/A
7946;IFT172;#N/A
7947;DGKD;#N/A
7948;RANBP1;#N/A
7949;PDK1;x
7950;NDUFB11;#N/A
7951;IARS2;#N/A
7952;OPN1LW;#N/A
7953;GABBR2;#N/A
7954;NREP;#N/A
7955;STXBP1;#N/A
7956;IFIT5;#N/A
7957;BCAS2;#N/A
7958;PHOSPHO1;#N/A
7959;LMO4;#N/A
7960;EPB41L1;#N/A
7961;RBM10;x
7962;SUGP1;#N/A
7963;SEPTIN1;#N/A
7964;TMEM186;#N/A
7965;SEPTIN2;#N/A
7966;NUB1;#N/A
7967;CDK5R2;#N/A
7968;MYL4;#N/A
7969;MASP1;#N/A
7970;MYL6;#N/A
7971;RPL27;#N/A
7972;EXOC6B;#N/A
7973;AICDA;#N/A
7974;PTPRT;x
7975;AP3S1;#N/A
7976;SCAMP2;#N/A
7977;TMEM164;#N/A
7978;COPG2;#N/A
7979;SDHAF1;#N/A
7980;CCDC68;#N/A
7981;FSD1;#N/A
7982;ZCCHC17;#N/A
7983;EXOSC10;#N/A
7984;ARR3;#N/A
7985;USO1;#N/A
7986;TAC4;#N/A
7987;AARS2;#N/A
7988;SWSAP1;#N/A
7989;SNUPN;#N/A
7990;TMED7;#N/A
7991;PLEKHA7;#N/A
7992;SNAPC3;#N/A
7993;FAM133B;#N/A
7994;SORBS2;#N/A
7995;FKRP;#N/A
7996;CNKSR2;#N/A
7997;TCP11L2;#N/A
7998;TUSC2;#N/A
7999;SGK1;x
8000;TFIP11;#N/A
8001;ERAS;#N/A
8002;SEC62;#N/A
8003;PARVG;#N/A
8004;GBF1;#N/A
8005;EXOC6;#N/A
8006;ZNF510;#N/A
8007;MRPS9;#N/A
8008;RMI1;#N/A
8009;ARIH2;#N/A
8010;PPIE;#N/A
8011;C5orf24;#N/A
8012;ZDHHC18;#N/A
8013;NACAD;#N/A
8014;WDR20;#N/A
8015;PRKCSH;#N/A
8016;LAP3;#N/A
8017;DNTTIP2;#N/A
8018;RBM34;#N/A
8019;BOP1;#N/A
8020;HLA-DRA;#N/A
8021;PIGO;#N/A
8022;TMA16;#N/A
8023;TEP1;#N/A
8024;IPCEF1;#N/A
8025;ACBD5;#N/A
8026;ENO3;#N/A
8027;SUB1;#N/A
8028;MRPL39;#N/A
8029;OTUD3;#N/A
8030;TMEM70;#N/A
8031;LSM3;#N/A
8032;SNX4;#N/A
8033;LRRC40;#N/A
8034;NDUFA10;#N/A
8035;CCR10;#N/A
8036;TRUB1;#N/A
8037;ARL6IP4;#N/A
8038;NAGLU;#N/A
8039;MRPL20;#N/A
8040;PLD3;#N/A
8041;EPHB1;x
8042;CLPTM1;#N/A
8043;UBTD2;#N/A
8044;ZNF526;#N/A
8045;MYO1G;#N/A
8046;CPT2;#N/A
8047;RPS12;#N/A
8048;TNK2;#N/A
8049;LNX2;#N/A
8050;ASNSD1;#N/A
8051;HAUS8;#N/A
8052;EXTL3;#N/A
8053;RIC8B;#N/A
8054;RGS3;#N/A
8055;SPSB1;#N/A
8056;PRPF3;#N/A
8057;RNF19B;#N/A
8058;NCKIPSD;#N/A
8059;KCNC1;#N/A
8060;TEX9;#N/A
8061;EGFL8;#N/A
8062;POLR3C;#N/A
8063;FAM120A;#N/A
8064;PAPOLA;#N/A
8065;KIAA1328;#N/A
8066;GDI2;#N/A
8067;SPSB2;#N/A
8068;TDO2;#N/A
8069;VWA1;#N/A
8070;GABRB3;#N/A
8071;ZNF771;#N/A
8072;RPL19;#N/A
8073;STK16;#N/A
8074;INTS1;#N/A
8075;BCL2L14;#N/A
8076;CSNK1G1;#N/A
8077;TMOD2;#N/A
8078;MYCBPAP;#N/A
8079;AP4M1;#N/A
8080;ATP6V1D;#N/A
8081;CNNM1;#N/A
8082;CASC3;#N/A
8083;KLHDC10;#N/A
8084;SFXN3;#N/A
8085;CCDC74B;#N/A
8086;TIGD6;#N/A
8087;TUBGCP2;#N/A
8088;RPL15;#N/A
8089;TAF11;#N/A
8090;KLF16;#N/A
8091;LENG1;#N/A
8092;HNRNPR;#N/A
8093;DNAJB4;#N/A
8094;MAN2A1;#N/A
8095;FCN2;#N/A
8096;CALR3;#N/A
8097;STMN2;#N/A
8098;LAMP2;#N/A
8099;DNM1;#N/A
8100;DYRK4;#N/A
8101;EIF4A1;#N/A
8102;SNTG2;#N/A
8103;RPL13A;#N/A
8104;NPEPPS;#N/A
8105;DPY30;#N/A
8106;LRRFIP2;#N/A
8107;SMG5;#N/A
8108;DNM3;#N/A
8109;PRTFDC1;#N/A
8110;TLK2;#N/A
8111;CSTA;#N/A
8112;PENK;#N/A
8113;ABHD16A;#N/A
8114;ZNF624;#N/A
8115;OIP5;#N/A
8116;RPL35A;#N/A
8117;C1D;#N/A
8118;CSTF2;#N/A
8119;GGA3;#N/A
8120;SLK;#N/A
8121;ATXN2;x
8122;PARG;#N/A
8123;FCHSD2;#N/A
8124;CC2D2A;#N/A
8125;PDK3;#N/A
8126;RPL27A;#N/A
8127;PPP6R2;#N/A
8128;PLXNA1;#N/A
8129;EPX;#N/A
8130;MBNL3;#N/A
8131;GYS2;#N/A
8132;CABIN1;#N/A
8133;LOXL4;#N/A
8134;PFDN6;#N/A
8135;ALG5;#N/A
8136;NKX2-2;#N/A
8137;GTPBP3;#N/A
8138;RPL26L1;#N/A
8139;CSTB;#N/A
8140;ISL2;#N/A
8141;DCXR;#N/A
8142;SH3PXD2A;#N/A
8143;PLXNB2;#N/A
8144;FAAP24;#N/A
8145;TARS3;#N/A
8146;SLC12A4;#N/A
8147;POLR3A;#N/A
8148;MANEA;#N/A
8149;MFN1;#N/A
8150;TRAPPC12;#N/A
8151;HAL;#N/A
8152;TPP1;#N/A
8153;FAM193A;#N/A
8154;UBE2D4;#N/A
8155;HIF3A;#N/A
8156;RAD54L;#N/A
8157;AKAP3;#N/A
8158;TTLL5;#N/A
8159;ZNF264;#N/A
8160;MRPS24;#N/A
8161;CCNL2;#N/A
8162;SLC26A8;#N/A
8163;PPP1R2;#N/A
8164;XYLT2;#N/A
8165;HLCS;#N/A
8166;SNX2;#N/A
8167;NUP160;#N/A
8168;KLF9;#N/A
8169;YTHDC2;#N/A
8170;RNASET2;#N/A
8171;LIG1;#N/A
8172;NCAPD3;#N/A
8173;PDE12;#N/A
8174;EXT2;#N/A
8175;GJD3;#N/A
8176;SLC35A5;#N/A
8177;DNPEP;#N/A
8178;ARHGAP17;#N/A
8179;NIPSNAP3A;#N/A
8180;ATP2B1;#N/A
8181;QRICH2;#N/A
8182;UPK1B;#N/A
8183;ZNF687;#N/A
8184;RPL36AL;#N/A
8185;SUSD5;#N/A
8186;RTBDN;#N/A
8187;ATG16L1;#N/A
8188;BBS7;#N/A
8189;UQCRQ;#N/A
8190;KPRP;#N/A
8191;SF3A3;#N/A
8192;PACSIN2;#N/A
8193;ZNF384;#N/A
8194;CPSF2;#N/A
8195;PDZD2;#N/A
8196;GXYLT2;#N/A
8197;ASB3;#N/A
8198;SLC39A7;#N/A
8199;CRHR1;#N/A
8200;HEPACAM2;#N/A
8201;KRT40;#N/A
8202;OSBPL6;#N/A
8203;RNASEH1;#N/A
8204;AQR;#N/A
8205;MYO1D;#N/A
8206;CDS1;#N/A
8207;SF3B2;x
8208;COMMD8;#N/A
8209;OSBPL9;#N/A
8210;NSMCE4A;#N/A
8211;HTATSF1;#N/A
8212;ARL15;#N/A
8213;PFKFB2;#N/A
8214;CBR4;#N/A
8215;CEP85;#N/A
8216;HLA-DPB1;#N/A
8217;AP1AR;#N/A
8218;DBNL;#N/A
8219;SLFN12;#N/A
8220;TCEANC;#N/A
8221;RPL12;#N/A
8222;TOMM70;#N/A
8223;PAN2;#N/A
8224;SF3B4;#N/A
8225;NUDT18;#N/A
8226;KIF16B;#N/A
8227;ARHGAP21;#N/A
8228;PHPT1;#N/A
8229;NDUFA11;#N/A
8230;SNRPD1;#N/A
8231;NUDCD2;#N/A
8232;COX4I1;#N/A
8233;ATP6V0A1;#N/A
8234;DHX40;#N/A
8235;MYO9B;#N/A
8236;TXNDC11;#N/A
8237;NAXE;#N/A
8238;ALG9;#N/A
8239;RNF168;#N/A
8240;MTMR3;#N/A
8241;GKAP1;#N/A
8242;SYNRG;#N/A
8243;FKBPL;#N/A
8244;OLIG1;#N/A
8245;CCDC93;#N/A
8246;NDUFB10;#N/A
8247;BMX;#N/A
8248;EDEM3;#N/A
8249;PREP;#N/A
8250;CTH;#N/A
8251;HADHA;#N/A
8252;MAP7D1;#N/A
8253;SUCLA2;#N/A
8254;RFX1;#N/A
8255;PRDM14;#N/A
8256;FAHD2A;#N/A
8257;ACP1;#N/A
8258;MBD3L1;#N/A
8259;RABGEF1;#N/A
8260;MUC13;#N/A
8261;PIP5K1A;#N/A
8262;WDFY1;#N/A
8263;NUDCD3;#N/A
8264;DMC1;#N/A
8265;LSM1;#N/A
8266;HOOK1;#N/A
8267;BLNK;#N/A
8268;EXOC3;#N/A
8269;MRPS35;#N/A
8270;MRPS12;#N/A
8271;DNAJC3;#N/A
8272;CLASRP;#N/A
8273;NBR1;#N/A
8274;ENPP6;#N/A
8275;INPP5A;#N/A
8276;CLTB;#N/A
8277;AGPAT2;#N/A
8278;ZNF662;#N/A
8279;FAM83D;#N/A
8280;TSPYL1;#N/A
8281;CNOT3;#N/A
8282;SULT1C4;#N/A
8283;RAB11FIP5;#N/A
